,label,text
1780,spam,BIG BROTHER ALERT the computer select u k cash voucher Call NTT PO Box CRO BT Landline Cost ppm mobile vary
1781,ham,oh well c u later
1782,ham,my uncle Atlanta Wish guy great semester
1783,ham,no dear free message without recharge hi hi hi
1784,ham,do not search love let love find U that s call fall love bcoz u do not force u fall u know smeone hold U BSLVYL
1785,ham,I dun believe u I thk u tell
1786,ham,do know god create gap finger so one make come amp fill gap hold hand love
1787,ham,Yessura sun tvlol
1788,ham,Arun u transfr amt
1789,ham,Takin shower yeah Ill leave I m do
1790,ham,be not work eye philosophy text u later bit free chat
1791,ham,u havenåõt lose ill always b ui didnåÕt intend hurt u I never know u feel IwasmarinethatåÕs itriedtell urmomi careabout u
1792,spam,WIN we winner Mr T Foley iPod more exciting prize soon keep eye ur mobile visit wwwwincouk
1793,ham,you bad girl I still remember
1794,ham,how much give morning
1795,ham,I hope alright babe I worry might feel bit desparate learn job fake I waiting come back love
1796,ham,hey tell blake address Carlos want meet I got lose he s not answer phone
1797,ham,can get opinion something first
1798,ham,that one week leave put know time why
1799,ham,if hit move
1800,ham,excellent I spend ltgt year Air Force Iraq afghanistan I stable honest like travel
1801,ham,I wanna watch movie
1802,ham,ok lor thanx ÌÏ school
1803,ham,I m class do get text
1804,ham,the bus leave ltgt
1805,ham,God blessget good sleep deari pray
1806,spam,today Voda number end select receive å£ award if match please call quote claim code standard rate app
1807,ham,do nice day today I love dearly
1808,ham,Aiyo bit pai seh Ì noe Scared dun rem die Hee but become well lookin oredi leh
1809,ham,Aight Ill ask roommate
1810,ham,now what s house and beer
1811,ham,do Ì wan meet n combine part how s da rest da project go
1812,ham,get ticket walsall tue th march my mate getting sit ill pay treat want go Txt bak Terry
1813,ham,yes chat
1814,ham,HI its JESS I dont know if you be at work but call I when U CAN IM AT home all EVE xxx
1815,ham,Sian Aft meeting supervisor get work liao U working
1816,ham,be go write ccna exam week
1817,ham,well watch shrek db
1818,ham,be much dirty fellow
1819,ham,dunno dat wat tell Ok lor
1820,ham,Ill probably tomorrow even later tonight something go
1821,ham,I could not say no die man I feel sad I go I want know I would probably go late night
1822,ham,if you re think lift one no
1823,ham,same u Dun wan Y u dun like already ah Wat u still eat
1824,ham,send ur email i d soon
1825,ham,Wat make people dearer not de happiness dat u feel u meet de pain u feel u miss dem
1826,ham,dude what s how Teresa Hope okay when do not hear people call receive package since dec ltgt just thot yould like know do fantastic year good reading plus really really Bam first aid Usmle work do
1827,ham,hey gorgeous man my work mobile number have good one babe Squishy Mwahs
1828,ham,may call you later pls
1829,spam,hot pic straight phone see get Wet wanting xx Text PICS txt cost p textoperator gga XxX
1830,ham,that s way stay oh
1831,ham,hello thanx take call I get job Starts monday
1832,ham,what time ur flight tmr
1833,ham,when I come
1834,ham,I rather prominent bite mark right cheek
1835,ham,will september
1836,ham,be wet right
1837,ham,and how s husband
1838,spam,Hack Chat get backdoor entry chat room fraction cost Reply NEO call subscribe p pm DPS Bcm box Ldn wcnxx
1839,ham,be norm tomorrow I finish cos st test need sort library stuff point tomo get letter today access til end march well get move
1840,ham,yeah I get list u Joanna I m feel really anti social
1841,ham,I office na
1842,ham,be comingdown later
1843,ham,super dagood replacement murali
1844,ham,da good good playerwhy unsold
1845,ham,hi do u want join st later Meeting five Call u class
1846,ham,its engalnd but telly decide will not let watch mia elliot kiss Damn
1847,spam,free NOKIA or Motorola upto mth price linerental free xnet minstxtmth FREE Btooth Call Mobileupd call optoutDWV
1848,ham,I do not want hear philosophy just say happen
1849,ham,you get job wiproyou get every thing life year
1850,ham,then can not get da laptop my matric card wif Ì lei
1851,ham,dunno da next show aft Toa payoh get
1852,spam,this nd time try contact u U Pound prize claim easy call now only p per min btnationalrate
1853,ham,I make payment do not much sorry would want fedex way
1854,ham,they didt play one day last year know even though good team like india
1855,ham,Kyou girl wait reception ah
1856,ham,say slowly GODI love you amp I need YOUCLEAN my heart with your BLOODSend ten special people amp u c miracle tomorrow itplspls
1857,ham,I hate she turn fun shopping trip annoying day everything would look house
1858,ham,Sir wait call
1859,ham,what s do want come online
1860,ham,it could work well reach consensus next meeting
1861,ham,Aiyah wait lor then u entertain Hee
1862,ham,the last thing ever want hurt and do not think would you d laugh embarasse delete tag keep go but far knew be not even the fact even feel like would hurt show really do not know it messy wednesday be not bad the problem have time clean choose not you skype take picture sleep want go I do not mind thing do not make bed throw laundry top can not friend house I m embarasse there s underwear bras strew bed pillow floor that s something else you use good least make bed
1863,ham,Ill let know kick
1864,ham,you call ok say call
1865,ham,call number available appointment and ask connect call wahee fathima
1866,ham,or Ì go buy wif meet Ì later
1867,ham,Mmmm Fuck not fair you know weakness grin push knee expose belly pull head do not forget I know wicked smile
1868,ham,today system sh get readyall well also deep well
1869,ham,mom want know
1870,ham,Aight Ill text I m back
1871,ham,do not know supports ass srt thnk I think ps play usb
1872,ham,oh ok do not know mean Yep baby jontin
1873,spam,you won guarantee å£ cash å£ prizeTo claim yr prize call customer service representative
1874,spam,would like see XXX pic hot nearly ban uk
1875,spam,HMV BONUS special pound genuine HMV voucher just answer easy question play now send HMV More infowwwpercentrealcom
1876,ham,watch tv I get new job
1877,ham,this pen thing beyond joke will not Biro do not master can not ever
1878,ham,I be AT a party with ALEX NICHOLS
1879,spam,u secret admirer look make contact Ufind Rreveal think UR specialcall
1880,ham,just see miss call dear brother do gr day
1881,ham,ok ìï finish soon
1882,ham,sorry I can not help
1883,ham,come slave your going shell unconsciously avoid you make unhappy
1884,ham,I love ass do enjoy doggy style
1885,ham,I think ask gym excuse lazy people I jog
1886,spam,dear xxxxxxx Uve invite XCHAT this final attempt contact u Txt CHAT pMsgrcvdHGSuiteLandsRowWJHL LDN yr
1887,spam,Urgent please call landline your ABTA complimentary Tenerife Holiday å£ cash await collection SAE tc Box CWWX ppm
1888,ham,no on way home so not long dry spell season would
1889,ham,I got to collect da car lei
1890,ham,ok knackere just come home go sleep not good full time work lark
1891,ham,probably early station I think
1892,spam,call LISTEN to extreme dirty live CHAT go on in the office right now total PRIVACY no one knows your sic listen P MIN MP
1893,ham,Good Morning plz call sir
1894,spam,FreeMsg hey U get videopic fone reply WILD txt ill send U pic hurry I m bored work xxx prcvd STOPstop
1895,ham,uh head do not that much leave
1896,ham,I tot u outside cos darren say u come shop of course nice wat we ju go sim lim look mp player
1897,ham,Aight sound good when want come
1898,ham,Wat would u like ur birthday
1899,ham,I love work home
1900,ham,and miss vday parachute double coin U must not know well
1901,ham,Sorry Ill call later
1902,ham,my sister got place birla soft da
1903,spam,free entry weekly comp chance win ipod Txt POD get entry std txt rate tc apply detail
1904,ham,Wah Okie okie Muz make use e unlimited Haha
1905,ham,there re people mu i m table lambda
1906,ham,and stop old man you get build snowman snow angel snowball fight
1907,ham,ello babe u ok
1908,ham,hello beautiful r u ok I ve kinda ad row wiv walk pub I want night wiv u Miss u
1909,ham,then u go ikea str aft dat
1910,ham,Becoz ltgt jan whn al post ofice holiday cn go fr post oficegot duffer
1911,ham,lol grr mom take forever prescription pharmacy like minute away Ugh
1912,ham,for real tho suck I can not even cook whole electricity and I m hungry
1913,ham,you want go
1914,spam,new TEXTBUDDY Chat horny guy ur area p Free receive search postcode gaytextbuddycom TXT one name rpl stop cnl
1915,ham,its not time month mid time
1916,ham,Fffff can text kadeem far go
1917,ham,we not leave yet ok lor go elsewhere n eat u thk
1918,ham,be fujitsu series lifebook good
1919,ham,Yar want scold u yest late already I get zhong se qe if u ask b ask ill go w u lor N u still act real
1920,ham,do not know bring food
1921,ham,no current food I alone also
1922,ham,Ill sch fr I dun haf da book sch its home
1923,ham,hello they go village pub either come accordingly ok
1924,ham,ok
1925,ham,we call like ltgt time oh no give we hypertension oh
1926,ham,do not give monkey wot think certainly do not mind any friend mineall just do not sleep wiv wud annoyin
1927,ham,Omg could snow tonite
1928,spam,call tell u call claim å£ prize U enter ur mobile personal detail prompt careful
1929,spam,Free st week entry TEXTPOD chance win GB iPod å£ cash every wk Txt VPOD TsCs wwwtextpodnet custcare
1930,ham,carry not disturb
1931,ham,what pa tell I go bath
1932,ham,Jus finish avatar nigro
1933,ham,r u scratch
1934,ham,hope great day
1935,ham,do either idea do know anyplace something
1936,ham,my planning usually stop find hella weed
1937,ham,the fact you re clean show know I m upset your priority constantly want
1938,ham,excellent be ready moan scream ecstasy
1939,spam,More people dog area Call join like minded guy why not arrange there s evening aå£ minAPN LSBB
1940,ham,dude avatar d imp at one point thought actually fly room almost try hittng one reflex
1941,spam,well do your Costa Del Sol Holiday å£ await collection Call now toClaim SAE tc pobox Stockport SKxh Costå£ pm Maxmins
1942,ham,Kkwhy can not come search job
1943,ham,I get lousy sleep I keep wake every hour see cat want come I worry cold
1944,ham,yeah Ill leave couple minute amp let know I get mu
1945,ham,can Ì call make sure dat I ve wake
1946,ham,hey go jazz power yoga hip hop kb yogasana
1947,ham,the battery mr adewale uncle Aka Egbon
1948,ham,I can not pick phone right pls send message
1949,ham,wait minstand bus stop
1950,ham,oh ic I think mean mary jane
1951,ham,haha really oh no how then deduct lesson tmr
1952,ham,Nah I m goin wrk j wot bout u
1953,ham,then eat shit wait ur monkey face bitch U asshole
1954,ham,good night am go sleep
1955,ham,Aight Ill grab something eat text you re back mu
1956,ham,Kkwhy can not come search job
1957,ham,take something pain if move however side next hrs see doctor
1958,ham,lol oh no babe I will not slide place midnight thank invite
1959,ham,howz person story
1960,spam,guess Somebody know secretly fancy Wanna find give we call Landline DATEBoxEssexCMXN pmin
1961,ham,LOL would awesome payback
1962,spam,your free text message valid December
1963,ham,yes completely formclark also utter waste
1964,ham,Honeybee say I m Sweetest World God laugh amp say WaitU Havnt Met Person read this Msg MORAL even GOD can crack Jokes GMGNGEGN
1965,ham,thank it tesco quite nice all go speak soon
1966,ham,what s feathery bowa be something guy I do not know
1967,ham,even can not close eye vava play umma d
1968,ham,laptop I noe infra slow lar I wan fast one
1969,spam,you guarantee å£ award even å£ cashto claim UR award call free stop getstop PHP
1970,ham,Nvm ok
1971,ham,enjoy ur life good night
1972,ham,yes meet town cos go gep home you could text bus stop and do not worry well finish march Û ish
1973,ham,I askd u question hour its answer
1974,ham,that s cool where cum on
1975,ham,Delhi chennai still silent
1976,ham,lol alright thinkin haha
1977,spam,reply win å£ weekly where FIFA World Cup hold Send STOP end service
1978,ham,no I m boat still mom check yo I m half naked
1979,ham,shhhhh nobody suppose know
1980,ham,Sorry Ill call later
1981,ham,Sorry Ill call later meeting thing relate trade please call Arul ltgt
1982,ham,hey late I m amk need drink tea coffee
1983,ham,I wnt buy BMW car urgentlyit vry urgentbut hv shortage ltgt Lacsthere no source arng dis amt ltgt lacsthats prob
1984,spam,Urgent please call landline your ABTA complimentary Tenerife Holiday cash await collection SAE tc Box CWWX ppm
